pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,morph,variant,Kroll,sensorymod,zdic,note,datasource,morphology
pang2~huang2,páng~huáng,pang~huang,徬徨,徬徨,bang~hwang,*[b]ˤaŋ~*[ɢ]ʷˤaŋ,彳,RB,"傍偟, 徬徨","walk back and forth, shilly-shilly; vacillate, procrastinate; nervously pacing",NA,徘徊不前。文選．古詩十九首．明月何皎皎：「出戶獨彷徨，愁思當告誰。」近徘徊、徬徨、猶豫亦作「旁皇」、「傍偟」、「徬徨」。翱翔。莊子．逍遙遊：「彷徨乎無為其側，逍遙乎寢臥其下。」徘徊不前。初刻拍案驚奇．卷四：「崔生疑心有甚姦情事了，不勝忿怒，遂走出堂前，走來走去，正自徬徨。」近徘徊、彷徨亦作「彷徨」。,not sure about morph,Kroll,NA
niu3~ni2,niǔ~ní,niu~ni,忸怩,忸怩,nrjuwk~nrij,NA~*nr[əj],心,RB,"NA",ashamed and abashed,NA,慚愧難為情或不大方的樣子。後漢書．卷六十下．蔡邕傳：「公子仰首降階，忸怩而避。」聊齋志異．卷一．瞳人語：「士人忸怩，吃吃而言。」近忸捏、慚愧亦作「忸捏」。,"NA",Kroll,NA
chao1~chang4,chāo~chàng,chao~chang,怊悵,怊怅,trhjew~trhjangH,NA~*tʰraŋ-s,心,RB,"NA",distraught and downcast,NA,惆悵失意的樣子。唐．柳宗元．夢歸賦：「靈幽漠以瀄汨兮，進怊悵而不得。」聊齋志異．卷二．聶小倩：「一日，俛頸窗前，怊悵若失。」怨恨的樣子。楚辭．王逸．七諫．哀命：「卒撫情以寂寞兮，然怊悵而自悲。」相望。文選．謝莊．宋孝武宣貴妃誄：「躊躇冬愛，怊悵秋暉。」,"NA",Kroll,NA
kun3~kuan3,kǔn~kuǎn,kun~kuan,悃款,悃款,khwonX~khwanX,NA~NA,"NA",RB,"NA","true-hearted and trustworthy, devoted",NA,"NA","NA",Kroll,NA
you1~yang2,yōu~yáng,you~yang,悠揚,悠扬,yuw~yang,*liw~*laŋ,"NA",RB,"NA","rippling and waving, fluttering and flapping; lingering lightly, fading slowly, faintly throbbing",NA,飄忽不定的樣子。唐．錢起．送鍾評事應宏詞下第東歸詩：「世事悠揚春夢裡，年光寂寞旅愁中。」形容聲音迴盪，傳揚很遠。西遊記．第二十一回：「山凹裡果有一座禪院，只聽得鐘磬悠揚，又見那香煙縹緲。」儒林外史．第三十回：「音韻悠揚，足唱了三頓飯時候纔完。」近婉轉反高亢、沉鬱長遠貌。宋．洪适．隸釋．卷八．冀州從事張表碑：「世雖短兮名悠長，位雖少兮功悠揚。」太陽西下的樣子。南朝梁．蕭子暉．冬草賦：「日悠揚而少色，天陰霖而四下。」唐．李頻．送邊將詩：「悠揚落日黃雲動，莽蒼陰風白草翻。」亦作「悠陽」。,morphology?,Kroll,NA
chou2~chang4,chóu~chàng,chou~chang,惆悵,惆怅,trhjuwng~trhjangH,NA~*tʰraŋ-s,心,RB,"NA",despairing and despondent; downcast; heartbreak,NA,悲愁、失意。文選．陶淵明．歸去來辭：「既自以心為形役，奚惆悵而獨悲？」宋．歐陽修．蝶戀花．誰道閑情拋棄久詞：「每到春來，惆悵還依舊。」近憂傷,"NA",Kroll,NA
chong1~jing3,chōng~jǐng,chong~jing,憧憬,憧憬,tsyhowng~kjwaengX,NA~NA,心,RB,"NA","wistfully wishing, imagine with yearning",NA,嚮往。如：「憧憬未來美好的前程。」近嚮往、神往,憧 chong1 seems to have no meaning outside this bn.,Kroll,NA
liao3~li4,liǎo~lì,liao~li,憭慄,憭慄,lew~ljet,NA~NA,心,RB,"NA",grim and gloomy; in the doldrums,NA,"NA",憭 liao2 also liao3 (MC ljewX),Kroll,NA
liu2~li4,liú~lì,liu~li,懰慄,懰慄,ljuw~let,NA~NA,心,RB,"NA","sadly shaken, woefully faltering",NA,憂傷悲愴。漢書．卷九十七．外戚傳上．孝武李夫人傳：「懰慄不言，倚所恃兮。」,"NA",Kroll,NA
tao1~da2,tāo~dá,tao~da,挑達,挑达,daw~dat,*l̥ˤew~*[l]ˤat,"NA",RB,"NA","come and go, go back and forth, hem and haw",NA,"NA",morphology?,Kroll,NA
lüe4~xue1,lüè~xuē,lüe~xue,掠削,掠削,ljak~sjak,NA~*[sˤ]rewk-s,"NA",RB,"NA",comb carefully,NA,"NA","NA",Kroll,NA
hui1~huo4,huī~huò,hui~huo,揮霍,挥霍,xjw+j~xwak,*qʷʰər~NA,"NA",RB,"NA","vibrant velocity, rashly dashing, with alert alacrity",NA,迅速的樣子。文選．陸機．文賦：「體有萬殊，物無一量，紛紜揮霍，形難為狀。」近浪費反節儉發揮。紅樓夢．第六十五回：「自己高談闊論任意揮霍灑落一陣，拿他兄弟二人嘲笑取樂。」浪費金錢。如：「他任意揮霍，不到一年，家財全被他花光了。」,cf. 霍然,Kroll,NA
ban1~bo1,bān~bō,ban~bo,斑剝,斑剥,paen~pawk,*pˤran~*[p]ˤrok (~ *mə-pˤrok),文,RB,"NA",degged and dappled,NA,"NA","NA",Kroll,NA
geng3~gai4,gěng~gài,geng~gai,梗概,梗概,kaengX~kojH,*kˤraŋʔ~*[k]ˤə[t]-s,木,RB,"NA","roughly speaking, in a rough line, in general",NA,大略情形。後漢書．卷八十．文苑傳上．杜篤傳：「臣所欲言，陛下已知。故略其梗概，不敢具陳。」老殘遊記二編．第一回：「我曾經與黃龍盤桓多日，故能得其梗概。」近大概、大要,"NA",Kroll,NA
han4~man4,hàn~màn,han~man,汗漫,汗漫,hanH~manH,*Cə.[g]ˤa[r]-s~*mˤa[n]-s,水,RB,"NA","endless, bordless and boundless (area); far-flung freedom, vastness (area and attitude); unfathomable",NA,漫無標準，浮泛不著邊際。新唐書．卷四十四．選舉志上：「因以謂按其聲病，可以為有司之責，捨是則汗漫而無所守。遂不復能易。」金史．卷一○七．高汝礪傳：「內外百官所司不同，比應詔言事者不啻千數，俱不達各司利害，汗漫陳說，莫能詳盡。」水大渺茫無際的樣子。元．夏文彥．圖繪寶鑑．卷三．宋：「董羽字仲翔，毗陵人。善畫魚龍海水。其洶湧瀾翻，咫尺汗漫。」,"NA",Kroll,NA
huang4~yang2,huàng~yáng,huang~yang,洸洋,洸洋,hwangH~yang,NA~*ɢ(r)aŋ,水,RB,"NA",shoreless sea; boundless ocean,NA,水深廣的樣子。荒誕。史記．卷六十三．老子韓非傳：「其言洸洋自恣以適己，故自王公大人不能器之。」,洸 huang4 also guang1,Kroll,NA
lao2~lang4,láo~làng,lao~lang,浶浪,浶浪,law~langH,NA~*[r]ˤaŋ,水,RB,"NA","raise and rouse (esp. games); rummage and ransack, search and scare",NA,"NA","NA",Kroll,NA
xia2~die2,xiá~dié,xia~die,浹渫,浃渫,heap~deap,NA~NA,水,RB,"渫渫, 浹渫","(med.) ceaselessly streaming, of waves and tears",NA,水流動的樣子。文選．郭璞．江賦：「長波浹渫，峻湍崔嵬。」,"NA",Kroll,NA
ting2~ying2,tíng~yíng,ting~ying,渟瀯,渟瀯,deng~yeng,NA~NA,水,RB,"NA",slight shallows; eddying whirl,NA,"NA","NA",Kroll,NA
kou4~mao4,kòu~mào,kou~mao,溝瞀,沟瞀,khuwH~muwH,*[k]ˤ(r)o~*mˤ<r>uk,"NA",RB,"NA","dumb, stupid",NA,"NA",溝 kou4 also gou1 (MC kuw),Kroll,NA
man4~huan4,màn~huàn,man~huan,漫漶,漫漶,manH~hwanH,*mˤa[n]-s~NA,水,RB,"NA",effaced and obliterated,NA,木石上所刻的文字，長時間受風雨侵蝕，變得模糊不可辨認。引申作東西敝壞不能分辨。宋．蘇軾．鳳翔八觀詩．東湖：「圖書已漫漶，猶復訪僑郯。」,"NA",Kroll,NA
liao3~dao3,liǎo~dǎo,liao~dao,潦倒,潦倒,lewX~tawX,NA~*tˤawʔ,"NA",RB,"NA","undisciplined, incorrigible; dispirited, depressed",NA,不得志或生活貧困。文選．嵇康．與山巨源絕交書：「足下舊知吾潦倒麤疏，不切事情，自惟亦皆不如今日之賢能也。」唐．杜甫．登高詩：「艱難苦恨繁霜鬢，潦倒新停濁酒杯。」近落魄、坎坷、侘傺反得志放蕩。紅樓夢．第三回：「潦倒不通世務，愚頑怕讀文章。行為偏僻性乖張，那管世人誹謗。」兒女英雄傳．第四回：「咱們這時候拿上這三吊錢，先找個地方兒，潦倒上半天兒，回來到店裡，就說見著姓褚的了。」腳步不穩。二刻拍案驚奇．卷三十九：「守到更點二聲，公子與眾客盡帶酣意，潦倒模糊，打一個混同鋪，吹滅了燈，一齊藉地而寢。」,"潦 liao3 also lao3 (MC lawH), lao4 (MC lawX)",Kroll,NA
dan2~man4,dán~màn,dan~man,澶漫,澶漫,danH~manH,NA~*mˤa[n]-s,水,RB,"NA",at one's whim; spaciously spread out; waving in the wind (bamboo),NA,縱逸。莊子．馬蹄：「澶漫為樂，摘僻為禮。」抱朴子．外篇．詰鮑：「澶漫於淫荒之域，而叛其大始之本。」形容寬長。文選．張衡．西京賦：「據渭踞涇，澶漫靡迤。」唐．杜甫．承聞河北諸道節度入朝歡喜口號絕句十二首之八：「澶漫山東一百州，削成如按抱青邱。」,澶 chan2 (dzyen) > dan4 (danH),Kroll,NA
lan4~yan4,làn~yàn,lan~yan,爁焱,爁焱,laemH~yemH,NA~NA,火,RB,"NA",roaring fire,NA,"NA","NA",Kroll,NA
se4~suo3,sè~suǒ,se~suo,瑟索,瑟索,srit~sak,*[s.m]ri[t]~*[s]ˤak,"NA",RB,"NA","coiled and curled, twisted together, gathered and drawn in, shringking back, narrowing down",NA,"NA","NA",Kroll,NA
se4~suo1,sè~suō,se~suo,瑟縮,瑟缩,srit~srjuwk,*[s.m]ri[t]~*[s]ruk,"NA",RB,"NA","coiled and curled, twisted together, gathered and drawn in, shringking back, narrowing down",NA,蜷縮，不伸展的樣子。呂氏春秋．仲夏紀．適音：「筋骨瑟縮不達，故作為舞以宣導之。」聊齋志異．卷二．陸判：「眾睹之，瑟縮不安於座。仍請負去。」猶豫遲緩的樣子。唐．牛僧孺．崔相國群家廟碑：「九州歲貢，瑟縮不集。」狀聲詞。形容風雨的聲音。宋．蘇軾．洞庭春色賦：「臥松風之瑟縮，揭春溜之淙潺。」,"NA",Kroll,NA
ju3~lü3,jǔ~lǚ,ju~lü,痀僂,痀偻,kju~ljuX,NA~NA,"NA",RB,"NA",hunchbacked,NA,駝背。莊子．達生：「仲尼適楚，出於林中，見痀僂者承蜩，猶掇之也。」亦作「痀瘻」。,cf. 踽僂 (MC dzjuX-ljuX),Kroll,NA
xuan4~huan4,xuàn~huàn,xuan~huan,眴煥,眴焕,henH~xwanH,NA~NA,"NA",RB,"NA","bright and shiny, bedazzlingly bright",NA,"NA","NA",Kroll,NA
piao3~miao3,piǎo~miǎo,piao~miao,瞟眇,瞟眇,phjewX~mjewX,NA~*[m]ewʔ,目,RB,"瞟眇, 縹緲","vaporous seemings, vaporous mists; far-seeming, disantly descried; hauntingly distant, haunting and ethereal; shading off afar, blurred and bleared",NA,隱約不明的樣子。文選．王延壽．魯靈光殿賦：「忽瞟眇以響像，若鬼神之髣髴。」亦作「縹緲」。,"NA",Kroll,NA
mian2~miao3,mián~miǎo,mian~miao,矊眇,矊眇,mjien~mjiewX,NA~*[m]ewʔ,目,RB,"NA","gazing and gaping, facing from afar",NA,"NA","NA",Kroll,NA
jue2~shuo4,jué~shuò,jue~shuo,矍鑠,矍铄,kjak~syak,"*C.qʷ(r)ak~*r̥ewk (W dialect: *r̥- > *x-, palatalizing)","NA",RB,"NA",hearty in one's old age,NA,老而強健。後漢書．卷二十四．馬援傳：「援據鞍顧眄，以示可用。帝笑曰：『矍鑠哉！是翁也。』」宋．蘇軾．入峽詩：「矍鑠空相視，嘔啞莫與談。」反龍鍾、軟弱,"cf. 鑠 shuo4 polished, gleaming, shining",Kroll,NA
dang4~tu2,dàng~tú,dang~tu,碭突,砀突,dangH~thwot,*lˤaŋ-s~*m-tʰˤut,"NA",RB,唐突,pell-mell; in no time at all,NA,"NA","NA",Kroll,NA
pang2~tang2,páng~táng,pang~tang,磅唐,磅唐,phang~thang,NA~*r̥ˤaŋ,"NA",RB,"磅唐, 磅礴","unlimited, boundlessly wide; also, pervasively full, packed with",NA,"NA","NA",Kroll,NA
pang2~bo2,páng~bó,pang~bo,磅礴,磅礴,phang~bak,NA~NA,石,RB,"磅唐, 磅礴","unlimited, boundlessly wide; also, pervasively full, packed with",NA,廣大無邊，混同充塞。晉．陸機．挽歌詩三首之三：「磅礴立四極，穹隆放蒼天。」宋．陳亮．水調歌頭．不見南師久詞：「千古英靈安在，磅礴幾時通？」亦作「旁薄」。,"NA",Kroll,NA
wei3~wei3,wěi~wěi,wei~wei,磈硊,磈硊,jw+jX~ngjweX,NA~NA,石,RB,"NA",massively mountainous; perilously peaked (of mountains),NA,"NA",磈 wei3 also kui3 (MC khj+jX),Kroll,NA
kui3~lei3,kuǐ~lěi,kui~lei,磈磊,磈磊,khj+jX~lwojX,NA~NA,石,RB,"NA",uneven and irregular; gnarled,NA,群石高低不平。比喻心中積鬱難平。元．許有壬．神山避暑晚行田間用陶淵明平疇交遠風良苗亦懷新為韻十首之一：「不用澆磈磊，我懷無不平。」,磈 kui3 also wei3 (MC 'j+jX),Kroll,NA
shen1~shan1,shēn~shān,shen~shan,綝縿,綝縿,srim~sraem,NA~NA,糸,RB,"NA","dangling fringe; feathered tufts (of clothing), trailing downward",NA,"NA",縿 shan1 means 'fringe',Kroll,NA
piao3~miao3,piǎo~miǎo,piao~miao,縹緲,缥缈,phje~mjewX,NA~NA,糸,RB,"瞟眇, 縹緲","vaporous seemings, vaporous mists; far-seeming, disantly descried; hauntingly distant, haunting and ethereal; shading off afar, blurred and bleared",NA,高遠隱忽而不明。唐．白居易．長恨歌：「忽聞海上有仙山，山在虛無縹緲間。」明．葉憲祖．易水寒．第二折：「縹緲層臺，勢凌空列星堪摘。」或作「漂渺」、「飄眇」、「飄渺」、「飄緲」、「瞟眇」、「縹眇」、「縹渺」。聲音清揚而長。儒林外史．第三十回：「歌聲縹緲，直入雲霄。」亦作「飄眇」。,"NA",Kroll,NA
fei3~cui4,fěi~cuì,fei~cui,翡翠,翡翠,bj+jH~tshwijH,NA~NA,羽,RB,"NA","the kingfisher (Halcyon smyrnensis; Alcedo bengalensis) small riverine bird, valued for its iridescent bright blue feathers which were woven into many items of aristocratic décor",NA,動物名。一種鳥。鳥綱佛法僧目。與魚狗同類，稍大，全體羽毛帶赤褐色，惟臀部中央與上尾間有白紋一條，又雜以青色斑紋，羽毛可作裝飾品。硬玉中含鉻而呈翠綠色者。主要成分為鈉鋁矽酸鹽，屬單斜晶系，光澤如脂，半透明，可作珍貴飾品。亦稱為「翠玉」。,bird,Kroll,NA
liao2~lang2,liáo~láng,liao~lang,聊浪,聊浪,lew~lang,*[r]ˤiw~*[r]ˤaŋ,"NA",RB,"NA","frisk and frolic, cavort and carious; muddle through",NA,"NA","NA",Kroll,NA
ming2~miao3,míng~miǎo,ming~miao,茗邈,茗邈,mengX~maewk,NA~*mˤrawk,"NA",RB,"NA",soaring high and lofty,NA,"NA","NA",Kroll,NA
yan3~ai3,yǎn~ǎi,yan~ai,菴藹,菴蔼,jemX~'ajH,NA~*qˤa[t]-s,艸,RB,"NA",lush and abundant vegetation/clouds,NA,形容茂盛。晉書．卷三十一．后妃傳上．武悼楊皇后傳：「本枝菴藹，四海蔭焉。」文選．左思．蜀都賦：「豐蔚所盛，茂八區而菴藹焉。」形容雲氣迷茫。晉書．卷八十七．涼武昭王李玄盛傳：「蔭朝雲之菴藹，仰朗日之照昫。」南朝梁．張充．與王儉書：「弱霧輕煙，乍林端而菴藹。」,from arthur,Kroll,NA
beng3~rong2,běng~róng,beng~rong,菶茸,菶茸,puwngX~nyowng,NA~NA,艸,RB,"NA","lush and luxuriant, rank and rampant",NA,"NA","NA",Kroll,NA
xu4~suo1,xù~suō,xu~suo,蓄縮,蓄缩,xjuwk~srjuwk,*qʰ<r>uk~*[s]ruk,"NA",RB,"NA","shrink and shy away, draw back, pull away, cower and recoil",NA,收縮。唐．柳宗元．招海賈文：「弱水蓄縮，其下不極。」作事懈怠而不振作。漢書．卷四十五．息夫躬傳：「方今丞相王嘉健而蓄縮，不可用。」,"NA",Kroll,NA
nie4~wu4,niè~wù,nie~wu,蘖卼,蘖卼,nget~ngwot,NA~NA,"NA",RB,"杌隉, 蘖卼, 阢隉","shaky and unsteady, teetering on the edge",NA,"NA","NA",Kroll,NA
lan2~dan1,lán~dān,lan~dan,蘭單,兰单,lan~tan,*k.rˤan~*dar (< *[d]ar),"NA",RB,闌單,"fatigued, tired, worn and weary",NA,"NA","N.B. 單 dan1 insubstantial, flimsy, weak",Kroll,NA
hui1~tui2,huī~tuí,hui~tui,虺隤,虺隤,xwoj~dwoj,*[r̥]ˤu[j] (W dialect: *r̥- > MC x-)~*N-rˤuj,"NA",RB,"NA","haggard, wayworn",NA,有病、生病，多指馬而言。詩經．周南．卷耳：「陟彼崔嵬，我馬虺隤。」明．葉憲祖．易水寒．第一折：「羞殺我老馬虺隤，那盜狗共鳴雞，都碌碌因人跛躄。」沒有志氣的樣子。如：「他生性虺隤，做事總是抱著做一天和尚撞一天鐘的心態。」,虺 hui1 also hui3 (MC xjw+jX),Kroll,NA
fen2~yun1,fén~yūn,fen~yun,蚡緼,蚡緼,bjun~'junH,NA~NA,"NA",RB,"NA","mingle and merge, twist and tangle",NA,"NA","NA",Kroll,NA
di4~dong1,dì~dōng,di~dong,螮蝀,螮蝀,tejH~tuwng,NA~NA,虫,RB,"NA",rainbow,NA,"NA","NA",Kroll,NA
chan2~lian2,chán~lián,chan~lian,蟬聯,蝉联,dzyen~ljen,*[d]a[r]~NA,"NA",RB,蟬連,continously; endlessly linked,NA,連續相承。史記．卷三十六．陳杞世家．司馬貞．索隱述贊：「句踐勃興，田和吞噬。蟬聯血食，豈其苗裔？」連任職位，或繼續保有某種地位。梁書．卷三十三．王筠傳：「吾少好百家之言，身為四代之史，自開闢已來，未有爵位蟬聯，文才相繼，如王氏之盛者也。」近連任,"NA",Kroll,NA
pei2~huai2,péi~huái,pei~huai,裴徊,裴徊,bwoj~hwoj,NA~NA,"NA",RB,"徘徊, 裴徊","go round and about, back and forth; shilly-shally, aimlessly irresolute, restless but hesitant, loiter and linger, dawdle and delay; also (med.) continuing ceaselessly, of sounds",NA,"NA","NA",Kroll,NA
lan2~lü3,lán~lǚ,lan~lü,襤褸,褴褛,lam~ljuX,NA~NA,衣,RB,藍褸、縷,"ragged and tattered, shabby",NA,破爛的衣服。幼學瓊林．卷二．衣服類：「敝衣曰襤褸。」或作「藍褸」、「藍縷」、「襤縷」。衣服破爛的樣子。唐．白行簡．李娃傳：「被布裘，裘有百結，襤褸如懸鶉。」近破爛反華美或作「藍褸」、「藍縷」、「襤縷」。,"NA",Kroll,NA
luo2~lü2,luó~lǘ,luo~lü,覶縷,覶缕,lwa~ljuX,NA~*[r]oʔ,"NA",RB,"NA","detal bit-by-bit, express in painstaking detail",NA,"NA","NA",Kroll,NA
bi4~fei4,bì~fèi,bi~fei,觱沸,觱沸,pjit~pj+JH,NA~*Nə.p[u][t]-s,"NA",RB,"NA",spurt and bubbling,NA,泉水湧出的樣子。詩經．大雅．瞻卬：「觱沸檻泉，維其深矣。」,"NA",Kroll,NA
jie2~qu1,jié~qū,jie~qu,詰誳,诘誳,khjit~khjut,*[kʰ]i[t]~NA,言,RB,"NA","twist and turn, wrap and wind, curve and coil",NA,"NA",cf. 詰屈聱牙,Kroll,NA
tiao3~yue4,tiǎo~yuè,tiao~yue,誂越,誂越,djewX~hjwot,NA~*[ɢ]ʷat,"NA",RB,"NA","float lightly on the air, hang in the air",NA,音調輕佻。呂氏春秋．季夏紀．音初：「流辟誂越慆濫之音出，則滔蕩之氣邪慢之心感矣。」,morphology?,Kroll,NA
die1~dang4,diē~dàng,die~dang,跌宕,跌宕,det~dangH,*lˤi[t]~NA,"NA",RB,跌蕩,"carousing around, brash and irresponsible; doing whatever one wants",NA,行為放縱不拘。文選．江淹．恨賦：「脫略公卿，跌宕文史。」三國志．卷三十八．蜀書．簡雍傳：「優游風議，性簡傲跌宕，在先主坐席，猶箕踞傾倚，威儀不肅。」近跌蕩、放誕亦作「跌蕩」。形容文章音節抑揚頓挫。如：「文章貴於跌宕生姿，波瀾變化。」或作「跌蕩」、「跌踼」。,"NA",Kroll,NA
ju2~zhu2,jú~zhú,ju~zhu,跼躅,跼躅,gjowk~drjowk,NA~*[d]rok,足,RB,"NA","shuffly and shy, stuck in one's tracks",NA,徘徊不前。史記．卷九十二．淮陰侯傳：「騏驥之跼躅，不如駑馬之安步。」,"NA",Kroll,NA
ju3~lü3,jǔ~lǚ,ju~lü,踽僂,踽偻,dzjuX~ljuX,NA~NA,"NA",RB,"NA",hunchbacked,NA,彎曲、駝背。文選．宋玉．登徒子好色賦：「旁行踽僂，又疥且痔。」,"NA",Kroll,NA
pan2~shan1,pán~shān,pan~shan,蹣跚,蹒跚,ban~san,NA~NA,足,RB,"媻姍, 媻珊","sauntering slowly, lingering languidly, slowly shuffling; swaying and staggering, limping lamely, tottering unsteadily; moving from one side to the other; reeling roudn and round",NA,形容步伐不穩，歪歪斜斜的樣子。幼學瓊林．卷二．身體類：「足跛曰『蹣跚』。」反矯健或作「盤跚」、「蹣跼」。旋行的樣子。唐．竇臮．述書賦：「婆娑蹣跚，綽約文質。」,"NA",Kroll,NA
pian2~tian2,pián~tián,pian~tian,輣闐,輣阗,ben~den,NA~NA,"NA",RB,"NA","(med.) ceaseless assemblage, unbroken massing, continually collecting",NA,"NA","NA",Kroll,NA
zhan3~zhuan3,zhǎn~zhuǎn,zhan~zhuan,輾轉,辗转,trjenX~trjwenX,*tre[n]ʔ~*mə-tronʔ,車,RB,"輾轉, 展轉","toss and turn, as of restless sleep; turn over in one's mind; moving on without pause, from here to there; one after another, by turns, in turn",NA,翻來覆去睡不著覺。漢．秦嘉．贈婦詩三首之一：「長夜不能眠，伏枕獨輾轉。」唐．白居易．長恨歌：「為感君王輾轉思，遂教方士殷勤覓。」亦作「展轉」。曲折、間接。如：「這消息是輾轉得知的。」亦作「展轉」。,"NA",Kroll,NA
