arthur,thomas,traditional,simplified,MC,OC,morphology,radsup,variant,Kroll,zdic,note
ran3~niao3,rǎn~niǎo,姌嫋,姌嫋,nyemX-newX,NA,RR,女,NA,"slender and slight, tenderly trailing, dainty and delicate",細弱的樣子。漢．司馬相如．子虛賦：「柔橈嬛嬛，嫵媚姌嫋。」,NA
ran3~ran3,rǎn~rǎn,冉冉,冉冉,nyemX-nyemX,NA,RED,NA,"冉冉,苒苒","advancing apace, steadily approaching, insensible gradualness; gently hanging, lithely bending",緩慢行進的樣子。楚辭．屈原．離騷：「老冉冉其將至兮，恐脩名之不立。」醒世恆言．卷四．灌園叟晚逢仙女：「忽見月影下，一青衣冉冉而來。」柔弱下垂的樣子。文選．古詩十九首．冉冉孤生竹：「冉冉孤生竹，結根泰山阿。」文選．曹植．美女篇：「柔條紛冉冉，葉落何翩翩。」濃密迷漫的樣子。元．王實甫．西廂記．第二本．第一折：「耳邊廂金鼓連天振，征雲冉冉，土雨紛紛。」明．王夫之．玉樓春．娟娟片月涵秋影詞：「綠雲冉冉粉初勻，玉露泠泠香自省。」,NA
ran3~ran3,rǎn~rǎn,苒苒,苒苒,nyemX-nyemX,NA,RED,艸,"冉冉,苒苒","(med.)advancing apace, insensibly approaching; gently bending, lithely hanging; burgeoning and abounding, flourishing fully",草茂盛的樣子。唐．陳翊．龍池春草詩：「因風初苒苒，覆岸欲離離。」輕柔的樣子。唐．白居易．題小橋前新竹招客詩：「橋前何所有，苒苒新生竹。」漸漸的樣子。宋．柳永．八聲甘州．對瀟瀟暮雨灑江天詞：「是處紅衰翠減，苒苒物華休。」,NA
ran3~ren3,rǎn~rěn,苒荏,苒荏,nyemX-nyimX,NA,RR,艸,"苒荏,荏苒","(med.) imperceptibly passing, gradually going (of time)",展轉，漸漸的樣子。晉．陸雲．與楊彥明書：「時去苒荏，歲行復半。」亦作「荏苒」。,NA
ran3~ruo4,rǎn~ruò,苒弱,苒弱,nyemX-nyak,NA,RR,NA,NA,"(med.) supplely graceful, lithe and pliant",草茂盛的樣子。舞動的樣子。唐．張說．東都酺宴詩．序：「是日六樂振作，萬舞苒弱。」,NA
rang2~rang2,ráng~ráng,穰穰,穰穰,NA,NA,NA,NA,NA,NA,豐盛繁多的樣子。詩經．周頌．執競：「降福穰穰，降福簡簡。」史記．卷一二六．滑稽傳．淳于髡傳：「五穀蕃熟，穰穰滿家。」眾多的樣子。紛亂的樣子。,NA
rang2~rang2,ráng~ráng,瀼瀼,瀼瀼,nyang-nyang,NA,RED,水,NA,"drenched with dew, heavy with dew; (med.) spurting and spouting (of tossing waves)",露水很濃的樣子。詩經．小雅．蓼蕭：「蓼彼蕭斯，零露瀼瀼。」,NA
rao3~rang3,rǎo~rǎng,擾攘,扰攘,nyewX-nyangX,NA,BR,手,NA,"welter of confusion, roiling weter, tumult and turmoil",紛亂。漢書．卷二十一．律曆志上：「戰國擾攘，秦兼天下。」三國演義．第二十回：「今四海擾攘之時，正當借田獵以講武。」近紛擾、騷動、騷擾反平靜,NA
rao3~rao3,rǎo~rǎo,嬈嬈,娆娆,nyewX-nyewX,NA,RED,女,NA,"graceful and gentle, soft and yielding",柔弱的樣子。文選．王襃．洞簫賦：「風鴻洞而不絕兮，優嬈嬈以婆娑。」,NA
rao3~ru4,rǎo~rù,擾弱,扰弱,nyewX-nyak,NA,RR,NA,NA,"(med.) tender and gentle, pliant and delicate",NA,NA
rao4~rao4,rào~rào,繞繞,绕绕,NA,NA,NA,NA,NA,NA,彎曲的樣子。南朝齊．謝朓．思歸賦：「夜索綯而繞繞，旦乘屋而芃芃。」環繞的樣子。西遊記．第十五回：「那菩薩香風繞繞，彩霧飄飄，徑轉普陀而去。」,NA
ren3~ran3,rěn~rǎn,荏苒,荏苒,nyimX-nyemX,NA,RR,艸,"苒荏,荏苒","(med.) imperceptibly passing, gradually going (of time)",時間漸漸過去。文選．潘岳．悼亡詩三首之一：「荏苒冬春謝，寒暑忽流易。」三國演義．第三十七回：「光陰荏苒，又早新春。」亦作「苒荏」。,NA
reng2~reng2,réng~réng,陾陾,陾陾,nying-nying,NA,RED,阜,NA,"more and more, much and many",眾多。詩經．大雅．綿：「捄之陾陾，度之薨薨。」,radical support?
rong2~rong2,róng~róng,茸茸,茸茸,nyowng-nyowng,NA,RED,艸,NA,"soft and downy, fluffy and fleecy, soft and shaggy",柔密叢生的樣子。唐．皇甫湜．春心：「日遲遲兮正春，草茸茸兮既長。」唐．盧仝．喜逢鄭三遊山詩：「相逢之處花茸茸，石壁攢峰千萬里。」群居的樣子。唐．皮日休．九諷系述．捨慕：「彼群小之茸茸兮，如慕臭之蟞蜉。」,NA
rong2~rong2,róng~róng,容容,容容,yowng-yowng,NA,RED,NA,NA,"spreading freely, rolling in billows; with no set view, undetermined",苟且敷衍，隨眾附和。史記．卷九十六．張丞相傳：「其治容容，隨世俗浮沉。」漢書．卷八十四．翟方進傳：「朕誠怪君，何持容容之計，無忠固意。」飛揚的樣子。楚辭．屈原．九歌．山鬼：「表獨立兮山之上，雲容容兮而在下。」漢書．卷二十二．禮樂志：「神之行，旌容容，騎沓沓，般縱縱。」紛亂動蕩的樣子。楚辭．屈原．九章．悲回風：「紛容容之無經兮，罔芒芒之無紀。」史記．卷九十二．淮陰侯傳：「夫銳氣挫於險塞，而糧食竭於內府，百姓罷極怨望，容容無所倚。」,NA
rong2~rong2,róng~róng,溶溶,溶溶,yowng-yowng,NA,RED,水,NA,"amply adrift; surging and billowing (clouds or water); vast and ample; (med.) pure and pellucid, crystal-clear",水勢盛大的樣子。南朝梁．江淹．哀千里賦：「水則遠天相逼，浮雲共色，茫茫無底，溶溶不測。」唐．杜牧．阿房宮賦：「二川溶溶，流入宮牆。」寬廣的樣子。楚辭．劉向．九歎．愍命：「心溶溶其不可量兮，情澹澹其若淵。」盛多的樣子。唐．皇甫湜．吉州刺史廳壁記：「瑞露溶溶，降味公松。」清．洪昇．長生殿．第三十二齣：「淚珠兒溶溶滿觴，怕添不下半滴葡萄釀。」明淨且潔白的樣子。唐．許渾．冬日宣城開元寺贈元孚上人詩：「林疏霜摵摵，波靜月溶溶。」暖和。宋．晏殊．採桑子．陽和二月芳菲遍詞：「陽和二月芳菲遍，暖景溶溶。」宋．蘇軾．哨遍．睡起畫堂詞：「初雨歇，洗出碧羅天，正溶溶養花天氣。」,NA
rong2~rong2,róng~róng,肜肜,肜肜,yuwng-yuwng,NA,RED,月,"肜肜, 融融",(med.) harmonious and concordant,NA,radical support?
rong2~rong2,róng~róng,融融,融融,yuwng-yuwng,NA,RED,NA,"肜肜, 融融","fine and fitting, harmonious and concordant, mild and agreeable; (med.) brightly glowing",和樂的樣子。左傳．隱公元年：「大隧之中，其樂也融融。」和暖的樣子。唐．杜牧．阿房宮賦：「歌臺暖響，春光融融。」儒林外史．第三十三回：「趁著這春光融融，和氣習習，憑在欄杆上，留連痛飲。」,radical support?
rong2~yi4,róng~yì,溶㵝,溶㵝,yowng-yejH,NA,BR,水,NA,"shudder and shake, roll and rumble (of waves)",NA,NA
rong2~yu3,róng~yǔ,容與,容与,yowng-yoX,NA,BR,NA,"容與,溶與","with effortless ease, however one wishes, indulging one's whims; wavering and havering, halting and hesitant",徘徊猶疑。楚辭．屈原．九章．思美人：「固朕形之不服兮，然容與而狐疑。」文選．班昭．東征賦：「悵容與而久駐兮，忘日夕而將昏。」安閒自得。楚辭．屈原．九歌．湘夫人：「時不可兮驟得，聊逍遙兮容與。」宋．張孝祥．水調歌頭．隆中三顧客詞：「綸巾羽扇容與，爭看列仙儒。」,NA
rong2~yu3,róng~yǔ,溶與,溶与,yowng-yoX,NA,BR,NA,"容與,溶與","with effortless ease, however one wishes, indulging one's whims; wavering and havering, halting and hesitant",NA,NA
rou2~ran2,róu~rán,柔然,柔然,nyuw-nyen,NA,RAN,NA,"蠕蠕, 蝡蝡","peoples of mixed ethnolinguistic ancestry who conquered the Eastern Steppe and established a kingdom ranging from Karashahr in Northwestern Tarim Basin o the borders of North Korea, during 4th-6th centuries, identified with the Avars",我國古代少數民族之一。初屬拓拔部，為東胡族的苗裔。自始祖木骨閭傳至社崙，凶狡有權變，南北朝時漸強大，渡漠北，侵高車，併合諸部，國勢大振。其後屢敗於北魏，於西魏廢帝時，為突厥所滅。亦稱為「芮芮」、「蠕蠕」。,ideophone?
ru2~er2,rú~ér,嚅唲,嚅唲,nyu-nye,NA,RR,口,NA,"strained smile, smirking laughter",諂媚的笑。楚辭．王逸．卜居：「將哫訾慄斯，喔咿嚅唲，以事婦人乎？」或作「儒兒」。,NA
ru2~ran3,rú~rǎn,濡染,濡染,NA,NA,NA,NA,NA,NA,感染、參雜。宋．蘇籀．遺言：「公言近世學問，濡染陳俗卻人，雖善士亦或不免。」近沾染溼潤。常指提筆寫字作畫。唐．李商隱．韓碑詩：「公退齋戒坐小閣，濡染大筆何淋漓。」明．高濂．玉簪記．第十齣：「（外）​仙姑手中佳扇，為何無人題寫？（旦）​欲求足下濡染，未敢輕凟。」,NA
ru2~ru2,rú~rú,蠕蠕,蠕蠕,nyu-nyu,NA,RED,虫,"柔然, 蝡蝡","(med.) crawl, wriggle, creep, squirm, writhe, worm; move stealthily, skulk, slink; (med.) the Avars",蟲動的樣子。唐．李賀．感諷詩五首之一：「越婦未織作，吳蠶始蠕蠕。」如：「蠕蠕而動」。柔然的別稱。見「柔然」條。,NA
ruan3~ruan3,ruǎn~ruǎn,蝡蝡,蝡蝡,nywen-nywen,NA,RED,虫,"柔然, 蠕蠕",the Avars,NA,ideophone?
rui2~rui2,ruí~ruí,緌緌,緌緌,nyea-nyea,NA,RED,絲,NA,(med.) dangling down,NA,NA
rui3~rui3,ruǐ~ruǐ,蘂蘂,蘂蘂,nyweX-nyweX,NA,RED,艸,NA,(med.) petals drifting down,NA,NA
rui4~rui4,ruì~ruì,芮芮,芮芮,nywejH-nywejH,NA,RED,艸,NA,(med.) frail and fragile,草細小的樣子。明．李時珍．本草綱目．卷十七．草部．石龍芮：「生于石上，其葉芮芮短小。」柔然的別稱。為我國少數民族之一。,NA
sa3~sa3,sǎ~sǎ,洒洒,洒洒,senX-senX,NA,RED,水,NA,"crisply cold, coolly chill",連綿不絕、歷歷分明的樣子。宋．張端義．貴耳集．卷上：「先後次序數百言，灑灑可聽。」形容超脫自在的樣子。如：「他自研習佛學後，覺得胸中灑灑，漸次的空了。」,xian3 normally pronounced as sa3
sa4~sa4,sà~sà,颯颯,飒飒,sop-sop,NA,RED,風,NA,"onom. of the wind, whooshing and rushing, gusting and blustering; or of falling rain, plashing and splotching, lap-lap; descriptive of speed, in no time, swift and sudden",形容風聲。楚辭．屈原．九歌．山鬼：「風颯颯兮木蕭蕭，思公子兮徒離憂。」儒林外史．第四十二回：「只見一陣陰風，颯颯的響，滾了進來。」形容水聲。唐．李頎．聽董大彈胡笳聲兼寄語弄房給事詩：「迸泉颯颯飛木末，野鹿呦呦走堂下。」唐．杜甫．乾元中寓居同谷縣作詩七首之四：「四山多風溪水急，寒雨颯颯枯樹濕。」,NA
sa4~shuang3,sà~shuǎng,颯爽,飒爽,sop-srjuX,NA,BR,NA,NA,"with verbe and vigor, bluff and hardy, of a strong wind or a commanding individual",矯健強勁的樣子。唐．杜甫．畫鶻行：「高堂見生鶻，颯爽動秋骨。」,NA
sa4~ta4,sà~tà,颯沓,飒沓,sop-dop,NA,BR,NA,NA,full and exuberant,眾多而盛大的樣子。文選．鮑照．詠史詩：「賓御紛颯沓，鞍馬光照地。」群集飛翔的樣子。文選．鮑照．舞鶴賦：「颯沓矜顧，遷延遲暮。」,morphology?
sai1~sai1,sāi~sāi,鰓鰓,鳃鳃,NA,NA,NA,NA,NA,NA,憂愁恐懼的樣子。漢書．卷二十三．刑法志：「故雖地廣兵彊，鰓鰓常恐天下之一合而共軋己也。」,NA
san1~san1,sān~sān,毿毿,毵毵,som-som,NA,RED,毛,NA,"(med.) fine-tressed (hair), long-plumed (feathers), lush-leaved (tree branches)",細長的樣子。唐．孟浩然．高陽池送朱二詩：「澄波澹澹芙蓉發，綠岸毿毿楊柳垂。」唐．白居易．除夜寄微之詩：「鬢毛不覺白毿毿，一事無成百不堪。」,NA
sao1~sao1,sāo~sāo,騷騷,骚骚,NA,NA,NA,NA,NA,NA,行動急速的樣子。禮記．檀弓上：「故騷騷爾則野，鼎鼎爾則小人。」宋．黃庭堅．勞坑入前城詩：「山農驚長吏，出拜家騷騷。」風力強勁的樣子。文選．張衡．思玄賦：「寒風淒其永至兮，拂穹岫之騷騷。」狀聲詞。形容風吹樹葉的聲音。唐．徐凝．莫愁曲：「玳瑁床頭刺戰袍，碧紗窗外葉騷騷。」,NA
sao1~sao1,sāo~sāo,騷搔,骚搔,saw-saw,NA,RED,NA,NA,"of fast-running wate, hissing and surging; of heavy wind, gusting and galing, rush and bluster",NA,radical support?
sao1~xie4,sāo~xiè,騷屑,骚屑,saw-set,NA,BR,NA,NA,"of trees in the wind, shaken and shuddering, in tremulous agitation > shaken to splinters, of emotional upset",擾亂不安。唐．杜甫．喜雨詩：「農事都已休，兵戊況騷屑。」唐．劉禹錫．秋聲賦：「念塞外之征行，顧閨中之騷屑。」狀聲詞。形容風聲。楚辭．劉向．九歎．思古：「風騷屑以搖木兮，雲吸吸以湫戾。」,NA
se4~se4,sè~sè,槭槭,槭槭,sreak-sreak,NA,RED,NA,NA,(med.) onom. of wind creaking the brnches of autumn trees,NA,ideophone created from noun?
se4~se4,sè~sè,瑟瑟,瑟瑟,srit-srit,NA,RED,NA,NA,"onom. soughing and sighing of wind, esp. in autumn; (med.) a blue-gem, mostly lapis lazuli with some sodalite and possibly sapphire > deep-blue color, deep azure, lapis-blue",碧綠的寶石。新唐書．卷一三五．高仙芝傳：「仙芝為人貪，破石，獲瑟瑟十餘斛。」元史．卷二十四．仁宗本紀一：「帝曰：『所寶惟賢，瑟瑟何用焉？』」形容風聲。三國．魏．劉楨．贈從弟詩：「亭亭山上松，瑟瑟谷中風。」唐．白居易．琵琶行：「潯陽江頭夜送客，楓葉荻花秋瑟瑟。」形容寒冷瑟縮的樣子。官場現形記．第十四回：「只剩得一件布衫，跪在地下，瑟瑟抖個不了。」,NA
se4~suo1,sè~suō,瑟縮,瑟缩,srit-srjuwk,NA,RB,NA,NA,"coiled and curled, twisted together, gathered and drawn in, shringking back, narrowing down",蜷縮，不伸展的樣子。呂氏春秋．仲夏紀．適音：「筋骨瑟縮不達，故作為舞以宣導之。」聊齋志異．卷二．陸判：「眾睹之，瑟縮不安於座。仍請負去。」猶豫遲緩的樣子。唐．牛僧孺．崔相國群家廟碑：「九州歲貢，瑟縮不集。」狀聲詞。形容風雨的聲音。宋．蘇軾．洞庭春色賦：「臥松風之瑟縮，揭春溜之淙潺。」,NA
se4~suo3,sè~suǒ,瑟索,瑟索,srit-sak,NA,RB,NA,NA,"coiled and curled, twisted together, gathered and drawn in, shringking back, narrowing down",NA,NA
sen1~sen1,sēn~sēn,森森,森森,srim-srim,NA,RED,木,NA,"lushly luxuriant, plentifully profuse; densely tufted",樹木茂盛的樣子。文選．潘岳．懷舊賦：「墳壘壘而接壟，柏森森以攢植。」唐．杜甫．蜀相詩：「丞相祠堂何處尋，錦官城外柏森森。」戰慄的樣子。董西廂．卷二：「為首強人英武，見了早森森地怯懼。」陰森寒冷的樣子。如：「寒風森森的吹，怪可怕的。」眾多的樣子。文選．張協．雜詩十首之四：「翳翳結繁雲，森森散雨足。」,NA
sha4~sha4,shà~shà,霎霎,霎霎,sreap-sreap,NA,RED,雨,NA,"onom. of drumming rain, prap-prap",NA,NA
shan1~shan1,shān~shān,姍姍,姗姗,san-san,NA,RED,女,NA,"walk without haste, in a leisurely way, storll easily",NA,NA
shan1~shan1,shān~shān,珊珊,珊珊,san-san,NA,RED,玉,NA,"onom. of wind or rain, sa-sa, hish-hish; of tinkling jade, tam-tam",佩玉相擊聲。文選．宋玉．神女賦：「動霧穀以徐步兮，拂墀聲之珊珊。」唐．杜甫．鄭駙馬宅宴洞中詩：「自是秦樓壓鄭谷，時聞雜佩聲珊珊。」晶瑩明潔的樣子。唐．韋莊．白櫻桃詩：「只應漢武金盤上，瀉得珊珊百露珠。」宋．張孝祥．鷓鴣天．月地雲堦歡意闌詞：「情脈脈，淚珊珊。梅花音信隔關山。」形容女子緩步慢移的姿態。宋．無名氏．李師師外傳：「又良久，見姥擁一姬珊珊而來。淡妝不施脂粉，衣絹素，無豔服。」聊齋志異．卷三．連瑣：「一更向盡，有女子珊珊自草中出，手扶小樹，低首哀吟。」形容高雅飄逸的樣子。清．袁枚．隨園詩話．卷一：「珊珊仙骨誰能近，字與林家恐未真。」,NA
shan1~shan1,shān~shān,掺掺,掺掺,sream-sream,NA,RED,手,NA,dainty and delicate,手纖細的樣子。詩經．魏風．葛屨：「摻摻女手，可以縫裳。」,NA
shan4~shan4,shàn~shàn,善善,善善,NA,NA,NA,NA,NA,NA,NA,"good?

very good
善善及後世
善善及子孫

善善而惡惡
善善惡惡"
shan4~shan4,shàn~shàn,汕汕,汕汕,NA,NA,NA,NA,NA,NA,魚群在水中游的樣子。詩經．小雅．南有嘉魚：「南有嘉魚，烝然汕汕。」,NA
shan4~yu4,shàn~yù,單于,单于,dzyenH-hju,NA,NOTIDEOPHONE,NA,禪于,title of the Xiongnu supreme leader,漢時匈奴君長的稱號。漢書．卷九十四．匈奴傳上：「匈奴單于曰頭曼，頭曼不勝秦，北徙。」唐．盧綸．和張僕射塞下曲六首之三：「月黑雁飛高，單于夜遁逃。」,rank; 單 shan4 (MC dzyenH) also dan1 (MC tan)
shao1~shao1,shāo~shāo,稍稍,稍稍,NA,NA,NA,NA,NA,NA,約略、稍微。如：「他最近稍稍胖了一點。」漸漸。戰國策．齊策四：「由此觀之，非得失之策與？稍稍誅滅，滅亡無族之時，欲為監門閭里，安可得而有乎哉？」史記．卷七十六．平原君虞卿傳：「賓客門下舍人，稍稍引去者過半。」,NA
shao1~shao1,shāo~shāo,梢梢,梢梢,sraew-sraew,NA,RED,木,NA,"onom. of soughing and sighing of wind; jutting out, protruding, sticking out",狀聲詞。形容風聲。南朝宋．鮑照．野鵝賦：「風梢梢而過樹，月蒼蒼而照臺。」唐．常建．空靈山應田叟詩：「曳策背落日，江風鳴梢梢。」勁健的樣子。文選．謝朓．詶王晉安詩：「梢梢枝早勁，塗塗露晚晞。」唐．杜甫．雕賦：「梢梢勁翮，肅肅逸響。」尾垂的樣子。唐．李賀．唐兒歌：「竹馬梢梢搖綠尾，銀鸞睒光踏青臂。」,NA
shao2~yao2,sháo~yáo,招搖,招摇,dzyew-yew,NA,RR,手,"逍遙, 招搖",wander free and easy,NA,NA
shao3~shao3,shǎo~shǎo,少少,少少,NA,NA,NA,NA,NA,NA,稍稍、些微。聊齋志異．卷一．賈兒：「兒微啟下裳，少少露其假尾。」近極少、少許,近極少、少許
